seed,method,round,full_test_accuracy_percent,full_test_correct,n_test,train_loss,training_factor_bytes,control_bytes,assembly_bytes
44,mh16,14,9.15,915,10000,1.1144622125816346,1175040,0,2867312
44,mh16,15,9.139999999999999,914,10000,1.1090864084160328,1175040,0,2867312
44,mh16,16,9.36,936,10000,1.102235589376688,1175040,0,2867312
44,mh16,17,9.45,945,10000,1.0865047746312617,1175040,0,2867312
44,mh16,18,9.64,964,10000,1.0770693490922452,1175040,0,2867312
44,mh16,19,9.77,977,10000,1.0686378824484348,1175040,0,2867312
44,mh16,20,9.8,980,10000,1.0506286564052105,1175040,0,2867312
44,mh16,21,9.86,986,10000,1.0324911923348903,1175040,0,2867312
44,mh16,22,10.34,1034,10000,1.0165746869266032,1175040,0,2867312
44,mh16,23,10.56,1056,10000,1.006638196901083,1175040,0,2867312
44,mh16,24,10.979999999999999,1098,10000,0.9973659755122661,1175040,0,2867312
44,mh16,25,11.19,1119,10000,0.9965284433209896,1175040,0,2867312
44,mh16,26,11.12,1112,10000,0.9906880743020773,1175040,0,2867312
44,mh16,27,11.05,1105,10000,0.9800262201058865,1175040,0,2867312
44,mh16,28,11.200000000000001,1120,10000,0.9784709385347367,1175040,0,2867312
44,mh16,29,11.24,1124,10000,0.965700766170621,1175040,0,2867312
44,mh16,30,11.33,1133,10000,0.961781225143671,1175040,0,2867312
44,mh_sample,1,0.69,69,10000,3.4054362791967394,685440,0,2867312
44,mh_sample,2,1.09,109,10000,2.6924697378206255,685440,0,2867312
44,mh_sample,3,1.8499999999999999,185,10000,2.2676346615076066,685440,0,2867312
44,mh_sample,4,2.44,244,10000,2.0018372561216355,685440,0,2867312
44,mh_sample,5,2.94,294,10000,1.8303261764740943,685440,0,2867312
44,mh_sample,6,3.53,353,10000,1.728041250500679,685440,0,2867312
44,mh_sample,7,4.2,420,10000,1.6421076921601594,685440,0,2867312
44,mh_sample,8,4.82,482,10000,1.5837547688031197,685440,0,2867312
44,mh_sample,9,5.01,501,10000,1.5460850392329692,685440,0,2867312
44,mh_sample,10,5.29,529,10000,1.5183460836458207,685440,0,2867312
44,mh_sample,11,5.01,501,10000,1.4974319387495518,685440,0,2867312
44,mh_sample,12,5.28,528,10000,1.4840306047034264,685440,0,2867312
44,mh_sample,13,5.37,537,10000,1.4699682537715137,685440,0,2867312
44,mh_sample,14,5.57,557,10000,1.4513955651664734,685440,0,2867312
44,mh_sample,15,5.4,540,10000,1.4382853961193562,685440,0,2867312
44,mh_sample,16,5.48,548,10000,1.4244806550991536,685440,0,2867312
44,mh_sample,17,5.489999999999999,549,10000,1.4188635546839237,685440,0,2867312
44,mh_sample,18,5.93,593,10000,1.4153005243647099,685440,0,2867312
44,mh_sample,19,5.92,592,10000,1.4110434484040737,685440,0,2867312
44,mh_sample,20,6.01,601,10000,1.4038157343912125,685440,0,2867312
44,mh_sample,21,6.02,602,10000,1.3864040882360935,685440,0,2867312
44,mh_sample,22,6.4,640,10000,1.3690816872406006,685440,0,2867312
44,mh_sample,23,6.58,658,10000,1.3638115419888497,685440,0,2867312
44,mh_sample,24,6.58,658,10000,1.3485248566865922,685440,0,2867312
44,mh_sample,25,6.83,683,10000,1.3432760654306413,685440,0,2867312
44,mh_sample,26,7.13,713,10000,1.3317228564703465,685440,0,2867312
44,mh_sample,27,7.090000000000001,709,10000,1.3185256489777566,685440,0,2867312
44,mh_sample,28,7.26,726,10000,1.3160457032912969,685440,0,2867312
44,mh_sample,29,7.3999999999999995,740,10000,1.3062730002379417,685440,0,2867312
44,mh_sample,30,7.48,748,10000,1.3048642363739014,685440,0,2867312
44,pooled,1,42.78,4278,10000,2.832945732498169,0,0,0
44,pooled,2,49.309999999999995,4931,10000,1.8215135011672974,0,0,0
44,pooled,3,52.0,5200,10000,1.6488215444946288,0,0,0
44,pooled,4,52.900000000000006,5290,10000,1.5731535994720458,0,0,0
44,pooled,5,54.26,5426,10000,1.5301597599029542,0,0,0
44,pooled,6,54.87,5487,10000,1.4976388151931763,0,0,0
44,pooled,7,54.900000000000006,5490,10000,1.4762057223510743,0,0,0
44,pooled,8,55.14,5514,10000,1.457395761642456,0,0,0
44,pooled,9,55.65,5565,10000,1.4438226119995117,0,0,0
44,pooled,10,55.87,5587,10000,1.4297738731765748,0,0,0
44,pooled,11,55.88999999999999,5589,10000,1.4194129834747315,0,0,0
44,pooled,12,56.21000000000001,5621,10000,1.4092308749389648,0,0,0
44,pooled,13,56.02,5602,10000,1.4019437741088867,0,0,0
44,pooled,14,56.44,5644,10000,1.3951840580749513,0,0,0
44,pooled,15,56.8,5680,10000,1.3852431338119506,0,0,0
44,pooled,16,56.699999999999996,5670,10000,1.381072414703369,0,0,0
44,pooled,17,57.11000000000001,5711,10000,1.3760908107757568,0,0,0
44,pooled,18,56.55,5655,10000,1.3711531102752685,0,0,0
44,pooled,19,56.87,5687,10000,1.367767728805542,0,0,0
44,pooled,20,57.04,5704,10000,1.363382466659546,0,0,0
44,pooled,21,56.599999999999994,5660,10000,1.3581165811538696,0,0,0
44,pooled,22,57.120000000000005,5712,10000,1.354998989830017,0,0,0
44,pooled,23,57.26,5726,10000,1.3517924505233765,0,0,0
44,pooled,24,57.19,5719,10000,1.349315697669983,0,0,0
44,pooled,25,57.330000000000005,5733,10000,1.3456057431793214,0,0,0
44,pooled,26,57.26,5726,10000,1.3442864280700684,0,0,0
44,pooled,27,57.120000000000005,5712,10000,1.3418730097961427,0,0,0
44,pooled,28,57.440000000000005,5744,10000,1.3390127214431762,0,0,0
44,pooled,29,57.32000000000001,5732,10000,1.3366312746429443,0,0,0
44,pooled,30,57.25,5725,10000,1.3345880368041991,0,0,0
44,pooled_reset,1,42.78,4278,10000,2.832945732498169,0,0,0
44,pooled_reset,2,49.04,4904,10000,1.832843581085205,0,0,0
44,pooled_reset,3,51.800000000000004,5180,10000,1.6632292420196533,0,0,0
44,pooled_reset,4,52.580000000000005,5258,10000,1.5867222787094115,0,0,0
44,pooled_reset,5,53.769999999999996,5377,10000,1.5429177059936523,0,0,0
44,pooled_reset,6,54.76,5476,10000,1.509897799720764,0,0,0
44,pooled_reset,7,54.7,5470,10000,1.4874607960510253,0,0,0
44,pooled_reset,8,55.11000000000001,5511,10000,1.4676017024993897,0,0,0
44,pooled_reset,9,55.489999999999995,5549,10000,1.4530154106521607,0,0,0
44,pooled_reset,10,55.67999999999999,5568,10000,1.438646202468872,0,0,0
44,pooled_reset,11,55.720000000000006,5572,10000,1.4279281705474853,0,0,0
44,pooled_reset,12,56.25,5625,10000,1.4172876288223266,0,0,0
44,pooled_reset,13,55.800000000000004,5580,10000,1.4101039430999756,0,0,0
44,pooled_reset,14,56.44,5644,10000,1.401717683944702,0,0,0
44,pooled_reset,15,56.63,5663,10000,1.3924601892089843,0,0,0
44,pooled_reset,16,56.57,5657,10000,1.3877396672821045,0,0,0
44,pooled_reset,17,57.03,5703,10000,1.3823716558074952,0,0,0
44,pooled_reset,18,56.36,5636,10000,1.3774899570083619,0,0,0
44,pooled_reset,19,56.79,5679,10000,1.3740741599273683,0,0,0
44,pooled_reset,20,56.74,5674,10000,1.3695656731796264,0,0,0
44,pooled_reset,21,56.49999999999999,5650,10000,1.3640827157592774,0,0,0
44,pooled_reset,22,57.089999999999996,5709,10000,1.3604879931259155,0,0,0
44,pooled_reset,23,57.3,5730,10000,1.3573242017936706,0,0,0
44,pooled_reset,24,57.25,5725,10000,1.3551536302947997,0,0,0
44,pooled_reset,25,57.28,5728,10000,1.3511837883377076,0,0,0
44,pooled_reset,26,57.31,5731,10000,1.349908485107422,0,0,0
44,pooled_reset,27,57.15,5715,10000,1.3473023763275147,0,0,0
44,pooled_reset,28,57.48,5748,10000,1.344002887878418,0,0,0
44,pooled_reset,29,57.26,5726,10000,1.3417208065795898,0,0,0
44,pooled_reset,30,57.25,5725,10000,1.3393847232055665,0,0,0
