context_id,variant_id,label,round,metric,n,mean,sample_std,min,max
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,worst_domain_accuracy,3,0.13633333333333333,0.03137010253941376,0.102,0.1635
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,consensus_distance,3,22.00248277452257,1.3344407432657674,20.510982259114584,23.08334757486979
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,mean_train_loss,3,1.6007447722514077,0.05032222146444747,1.5516905272533177,1.6522457109222037
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,mean_tail_mass,3,0.010860382721565016,0.00068324631795748,0.010101007019658189,0.011425372862082235
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,max_tail_mass,3,0.04973869509087645,0.015047952095270902,0.03253446964895395,0.060450744414960615
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,mean_residual_energy,3,3.032045856955099,0.4866449384708704,2.5227090005918096,3.492275154958285
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,mean_merge_error_energy,0,,,,
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,mean_relative_merge_error,0,,,,
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,effective_messages,3,30.0,0.0,30.0,30.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,effective_floats,3,293760.0,0.0,293760.0,293760.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,operational_messages,3,30.0,0.0,30.0,30.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,operational_floats,3,293760.0,0.0,293760.0,293760.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,wall_seconds,3,0.6089607474083701,0.025248981863705965,0.5912224501371384,0.6378680020570755
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,cumulative_effective_floats,3,2937600.0,0.0,2937600.0,2937600.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,cumulative_operational_floats,3,2937600.0,0.0,2937600.0,2937600.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,11,personalized_accuracy,3,0.2402766084425255,0.01685040578183814,0.2233465849657754,0.2570462516489503
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,11,personalized_sample_weighted_accuracy,3,0.24023333333333333,0.01685061818846221,0.2233,0.257
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,11,consensus_accuracy,3,0.04703333333333333,0.009360733589486102,0.0392,0.0574
